city_id,City,Country,Max Temp,Lat,Lng,Weather Description,Hotel Name
531,Korla,CN,3.15,41.7597,86.1469,overcast clouds,Silver Star Hotel
533,Namatanai,PG,83.71,-3.6667,152.4333,overcast clouds,Namatanai Hotel
534,Kamaishi,JP,42.49,39.2667,141.8833,overcast clouds,釜石ベイシティホテル
535,Lososina,RU,0.43,48.9975,140.3106,clear sky,Гостинный Двор
537,Plattsburgh,US,19.92,44.6995,-73.4529,clear sky,Golden Gate Hotel
538,Westport,US,37.09,41.1415,-73.3579,clear sky,Norwalk Inn and Conference Center
540,Skjervoy,NO,23.0,70.0311,20.9714,overcast clouds,Hotel Maritim Skjervøy
541,Dawei,MM,73.24,14.0833,98.2,clear sky,Royal Dawei ဟိုတယ်
542,Safford,US,50.92,32.834,-109.7076,scattered clouds,Quality Inn And Suites
544,Tigzirt,DZ,55.02,36.8886,4.1198,few clouds,Hôtel Aurès
546,Aksay,RU,34.02,47.26,39.87,light snow,Парк-отель Аксай
547,Gazanjyk,TM,25.14,39.2446,55.5154,overcast clouds,Şemşadyñ mamasy
548,Atherton,GB,39.29,53.5237,-2.4935,overcast clouds,Britannia Hotel
551,Saint Anthony,US,35.91,45.0205,-93.218,clear sky,Delta Hotels by Marriott
553,Benghazi,LY,60.87,32.1167,20.0667,overcast clouds,ترجاب
555,Yar-Sale,RU,7.16,66.8333,70.8333,overcast clouds,ЯЛЭМД
556,Nishihara,JP,60.46,26.1842,127.7558,broken clouds,ユインチホテル南城
557,Susaki,JP,53.67,33.3667,133.2833,broken clouds,須崎プリンスホテル
558,Auch,FR,45.25,43.65,0.5833,overcast clouds,Hôtel de France
560,Derzhavinsk,KZ,-3.37,51.1,66.3167,few clouds,Ишим
561,Pryazha,RU,33.03,61.6926,33.6216,light snow,Пряжа
563,Apex,US,36.43,35.7327,-78.8503,few clouds,"Candlewood Suites Apex Raleigh Area, an IHG Hotel"
564,Ulagan,RU,-8.1,50.6321,87.9563,overcast clouds,Постоялый дом 11
565,Izhma,RU,25.32,65.0083,53.9113,overcast clouds,Гостиница
566,Cap Malheureux,MU,78.48,-19.9842,57.6142,light rain,Cape Garden
568,Bacolod,PH,81.66,10.6667,122.95,clear sky,Northwest Inn
569,Zhigansk,RU,-49.22,66.7697,123.3711,overcast clouds,ИП Пав
570,Hovd,MN,-0.9,48.0056,91.6419,overcast clouds,Khovd hotel
571,Beyneu,KZ,24.19,45.3167,55.2,overcast clouds,Johan yu
573,Bure,ET,57.88,10.7,37.0667,broken clouds,belay zeleke hotel
577,Ust-Kan,RU,-10.68,50.9276,84.761,scattered clouds,Дракон
578,Lebane,RS,32.59,42.9239,21.7375,overcast clouds,Хотел Јустинијана- Царичин град
581,Salobrena,ES,57.47,36.7428,-3.5872,clear sky,Hostal La Paloma
582,Manacor,ES,53.33,39.5696,3.2096,scattered clouds,Can Guixa
583,San-Pedro,CI,76.95,4.7485,-6.6363,clear sky,Hôtel La Cité De San Pédro
586,Iquique,CL,69.84,-20.2208,-70.1431,clear sky,Hostal Vivar
587,Leh,IN,-5.08,34.1667,77.5833,few clouds,Kang Lha Chen
588,Bani Walid,LY,50.34,31.7566,13.9942,clear sky,فندق الزيتونة
589,Tonosho,JP,51.4,34.4833,134.1833,overcast clouds,天空ホテル海盧
590,Los Llanos De Aridane,ES,62.35,28.6585,-17.9182,broken clouds,Valle Aridane
591,Pingshan,CN,47.41,22.9938,114.7131,overcast clouds,惠東華美達廣場酒店
594,Kirensk,RU,-12.86,57.7853,108.1119,overcast clouds,Ивушка
596,Selma,US,52.05,36.5708,-119.6121,clear sky,Best Western
597,Cayenne,GF,73.44,4.9333,-52.3333,broken clouds,Central Hôtel
601,Boa Esperanca,BR,70.84,-21.09,-45.5658,heavy intensity rain,Hotel do Lago
602,Baghdad,IQ,44.51,33.3406,44.4009,fog,AL Bedaa Hotel
603,Pontianak,ID,80.58,-0.0333,109.3333,few clouds,Golden Tulip Hotel
605,Whitehorse,CA,14.81,60.7161,-135.0538,broken clouds,Town & Mountain Hotel
607,Plettenberg Bay,ZA,67.06,-34.0527,23.3716,overcast clouds,Milkwood Manor
612,Swift Current,CA,20.21,50.2834,-107.8014,overcast clouds,Days Inn
613,Lexington,US,37.4,37.9887,-84.4777,clear sky,Extended Stay America
614,Lorengau,PG,83.77,-2.0226,147.2712,broken clouds,Seeadler Bay Hotel
616,Valdivia,CL,62.69,-39.8142,-73.2459,overcast clouds,Esmeralda
617,Vizinga,RU,16.21,61.0749,50.1031,overcast clouds,Надежда
618,Dodge City,US,61.05,37.7528,-100.0171,clear sky,"Holiday Inn Express & Suites Dodge City, an IHG Hotel"
620,Damghan,IR,28.89,36.1683,54.348,clear sky,هتل جهانگردى دامغان
621,Conceicao Da Barra,BR,75.07,-18.5933,-39.7322,overcast clouds,Porto Marlin Hotel
622,Karagay,RU,6.48,58.2667,54.9368,broken clouds,Гостиница
623,Ayni,TJ,3.94,39.3941,68.5377,clear sky,Меҳмонхона СУҒД
624,Komsomolets,KZ,6.03,53.7453,62.0708,few clouds,Жемчужина
625,Ardakan,IR,35.37,32.31,54.0175,clear sky,هتل رستوران باغ سرای اردکان
628,Nagua,DO,71.1,19.3832,-69.8474,broken clouds,hotel central
630,Dobryanka,RU,7.9,58.4619,56.4165,broken clouds,Уральская Венеция
631,Ternate,ID,83.55,0.8,127.4,overcast clouds,Boulivard ternate
632,Miri,MY,80.74,4.4148,114.0089,scattered clouds,Kenyalang Suites Miri
634,Mangochi,MW,70.29,-14.4782,35.2645,light rain,Fort Johnson Lodge
639,Salinopolis,BR,75.29,-0.6136,-47.3561,overcast clouds,Hotel Salinópolis
641,Sestri Levante,IT,55.06,44.2732,9.3968,broken clouds,Grande Albergo
644,Tazovskiy,RU,-8.43,67.4667,78.7,overcast clouds,Тазовчанка
646,Nizwa,OM,61.11,22.9333,57.5333,broken clouds,Nizwa Heritage Inn
648,Ilo,PE,69.76,-17.6394,-71.3375,clear sky,Hostal Central
649,Ulaangom,MN,-19.26,49.9811,92.0667,overcast clouds,АНДУУД
650,Shenzhen,CN,56.14,22.5455,114.0683,overcast clouds,Shenzhen International Elite Hotel
651,Toba,JP,51.8,34.4833,136.85,overcast clouds,鳥羽シーサイドホテル
652,Zorritos,PE,79.09,-3.6805,-80.6782,overcast clouds,Hostal Zorritos Plaza
655,The Pas,CA,6.82,53.8251,-101.2541,few clouds,Wescana Inn
656,Takoradi,GH,78.4,4.8845,-1.7554,clear sky,Hillcrest
658,Fez,MA,43.05,34.0372,-4.9998,few clouds,Maghreb Hôtel
659,Bull Savanna,JM,66.88,17.8868,-77.5902,clear sky,Junction Guest House
662,Zhoucheng,CN,24.35,35.9122,116.3117,clear sky,水浒度假酒店
663,Point Pedro,LK,76.15,9.8167,80.2333,overcast clouds,Iru Lodge Guesthouse
664,Champerico,GT,78.3,14.3,-91.9167,clear sky,Hotel y Restaurante El Submarino
665,Luchegorsk,RU,-13.22,46.4764,134.2569,broken clouds,Мираж
667,Tamandare,BR,76.44,-8.7597,-35.1047,scattered clouds,Pousada Baia dos Corais
668,Paita,PE,70.09,-5.0892,-81.1144,overcast clouds,Victor's
669,Cam Ranh,VN,76.96,11.9214,109.1591,few clouds,Khách sạn Thái Bình
670,Gimli,CA,26.62,50.6336,-96.9907,overcast clouds,Gimli Hotel
674,Xinyang,CN,30.81,32.1228,114.0656,clear sky,德龙太子酒店
676,Hirara,JP,60.66,24.8,125.2833,broken clouds,古謝そば屋
677,Petropavlovsk-Kamchatskiy,RU,12.79,53.0452,158.6483,clear sky,ООО Постоялый двор
678,Eyl,SO,73.33,7.9803,49.8164,scattered clouds,فندق ايل دابي
680,Davila,PH,78.78,18.4726,120.5763,overcast clouds,Blue Ridge Beach Resort
681,Show Low,US,35.89,34.2542,-110.0298,broken clouds,Holiday Inn Express Showlow
684,Sulangan,PH,80.56,11.1373,123.7228,few clouds,Marion's Inn
686,Roma,US,20.95,43.2128,-75.4557,broken clouds,Wingate by Wyndham Rome
687,Sisimiut,GL,2.05,66.9395,-53.6735,overcast clouds,Sømandshjemmet
690,Tver,RU,22.69,56.8619,35.8931,overcast clouds,Центральная
691,Bonoua,CI,82.02,5.2741,-3.595,light rain,Aliekro Hôtel
694,Cermik,TR,43.05,38.1361,39.4493,overcast clouds,Helinamin Çermik Termal Tatil Köyü
695,Igarka,RU,-22.86,67.4667,86.5833,overcast clouds,Заполярье
697,Sabha,LY,48.25,27.0377,14.4283,clear sky,فندق الكاظم-سبها
698,Byron Bay,AU,81.95,-28.65,153.6167,broken clouds,Lord Byron Resort
699,Sadao,TH,76.82,6.6388,100.4234,broken clouds,S.T. Hotel
701,Udachnyy,RU,-60.48,66.4167,112.4,broken clouds,Вилюй
704,Puerto Baquerizo Moreno,EC,74.32,-0.9,-89.6,few clouds,Dory's House
705,Oliva,ES,53.73,38.9197,-0.1194,scattered clouds,Azahar
